user_id,target_domain,target_role,owned_skills,user_experience,user_education
U-0412,Quality Assurance (QA) & Testing,Automation QA,"[""Jira"", ""Playwright""]",> 3 Tahun,S1/D4
U-0413,Data Science & AI,AI Engineer,"[""Git"", ""SQL"", ""OpenAI API"", ""Python""]",1 - 3 Tahun,S1/D4
U-0414,Cyber Security,Penetration Tester,"[""Burp Suite"", ""Python"", ""Metasploit"", ""Nmap""]",> 3 Tahun,S2/S3
U-0415,Quality Assurance (QA) & Testing,Manual QA,"[""Jira"", ""Bug Reporting""]",1 - 3 Tahun,S2/S3
U-0416,Cyber Security,Penetration Tester,"[""Metasploit"", ""Nmap"", ""Python""]",< 1 Tahun,S1/D4
U-0417,Cyber Security,Penetration Tester,"[""Python"", ""Kali Linux"", ""Networking"", ""Wireshark"", ""OWASP"", ""Metasploit""]",> 3 Tahun,S2/S3
U-0418,Quality Assurance (QA) & Testing,Manual QA,"[""SQL"", ""Bug Reporting"", ""Agile/Scrum"", ""Test Case Writing"", ""Jira"", ""API Testing""]",1 - 3 Tahun,S2/S3
U-0419,Data Science & AI,Data Analyst,"[""NumPy"", ""Statistics"", ""Git"", ""SQL"", ""Excel""]",1 - 3 Tahun,S1/D4
U-0420,Web Development,Backend Engineer,"[""PHP"", ""MySQL"", ""MongoDB"", ""Docker""]",> 3 Tahun,S1/D4
U-0421,Data Science & AI,AI Engineer,"[""SQL"", ""OpenAI API"", ""Python"", ""Git"", ""LangChain""]",< 1 Tahun,S1/D4
U-0422,UI/UX Design,Product Designer,"[""Design System"", ""Agile/Scrum"", ""Miro"", ""Prototyping"", ""Figma"", ""Wireframing""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0423,Data Science & AI,Data Analyst,"[""Tableau"", ""Data Visualization"", ""Python"", ""Excel"", ""Git"", ""Power BI""]",< 1 Tahun,S1/D4
U-0424,Web Development,Frontend Engineer,"[""HTML"", ""Next.js"", ""JavaScript""]",Belum ada pengalaman,SMA/SMK
U-0425,Cloud & DevOps,DevOps Engineer,"[""Jenkins"", ""Prometheus""]",< 1 Tahun,S1/D4
U-0426,Cyber Security,Penetration Tester,"[""Python"", ""Kali Linux"", ""OWASP"", ""Metasploit"", ""Nmap""]",> 3 Tahun,S2/S3
U-0427,UI/UX Design,UI Designer,"[""Sketch"", ""Typography"", ""Design System"", ""Illustrator""]",1 - 3 Tahun,S2/S3
U-0428,Cyber Security,Security Analyst,"[""Incident Response"", ""SIEM"", ""Networking"", ""Log Analysis"", ""Python""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0429,Web Development,Frontend Engineer,"[""Bootstrap"", ""Next.js"", ""Vue.js""]",> 3 Tahun,S2/S3
U-0430,Cloud & DevOps,SRE,"[""Incident Management""]",Belum ada pengalaman,SMA/SMK
U-0431,Cyber Security,Penetration Tester,"[""Python"", ""Wireshark"", ""Bash"", ""Burp Suite""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0432,Data Science & AI,Data Analyst,"[""Git"", ""Data Visualization""]",1 - 3 Tahun,S1/D4
U-0433,Cyber Security,Penetration Tester,"[""Nmap"", ""Burp Suite"", ""Python"", ""Metasploit"", ""Networking"", ""Bash""]",< 1 Tahun,S1/D4
U-0434,Cloud & DevOps,SRE,"[""Docker""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0435,Quality Assurance (QA) & Testing,SDET,"[""JMeter"", ""Python"", ""Docker"", ""API Testing"", ""Java"", ""Git""]",Belum ada pengalaman,D3
U-0436,UI/UX Design,UI Designer,"[""Adobe XD"", ""Illustrator"", ""Wireframing"", ""Prototyping""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0437,UI/UX Design,UI Designer,"[""Illustrator""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0438,Data Science & AI,AI Engineer,"[""OpenAI API""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0439,Cloud & DevOps,SRE,"[""Python"", ""Kubernetes"", ""Incident Management""]",1 - 3 Tahun,S2/S3
U-0440,Cloud & DevOps,Cloud Engineer,"[""Python"", ""Azure""]",1 - 3 Tahun,S2/S3
U-0441,Mobile Development,iOS Developer,"[""Firebase"", ""SwiftUI"", ""Xcode"", ""CoreData"", ""Git""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0442,Cloud & DevOps,SRE,"[""Docker"", ""Prometheus"", ""CI/CD"", ""Terraform"", ""Incident Management""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0443,UI/UX Design,UI Designer,"[""Sketch"", ""Color Theory""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0444,Quality Assurance (QA) & Testing,Automation QA,"[""Jira""]",< 1 Tahun,S1/D4
U-0445,Cloud & DevOps,Cloud Engineer,"[""Docker"", ""Python"", ""Linux"", ""GCP"", ""AWS"", ""CI/CD""]",< 1 Tahun,S1/D4
U-0446,Quality Assurance (QA) & Testing,Manual QA,"[""Regression Testing""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0447,Cloud & DevOps,DevOps Engineer,"[""Terraform"", ""Kubernetes"", ""GitLab CI""]",1 - 3 Tahun,S1/D4
U-0448,Data Science & AI,Data Analyst,"[""NumPy"", ""Excel"", ""Python""]",< 1 Tahun,D3
U-0449,Quality Assurance (QA) & Testing,Automation QA,"[""Postman"", ""CI/CD"", ""Playwright"", ""Jira"", ""TestNG""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0450,UI/UX Design,Product Designer,"[""Miro"", ""Adobe XD"", ""Prototyping""]",1 - 3 Tahun,S2/S3
U-0451,Web Development,Fullstack Engineer,"[""TypeScript"", ""REST API"", ""JavaScript"", ""CSS"", ""ReactJS"", ""PostgreSQL""]",< 1 Tahun,S1/D4
U-0452,UI/UX Design,UI Designer,"[""Illustrator"", ""Adobe XD"", ""Figma"", ""Typography""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0453,Cyber Security,Penetration Tester,"[""OWASP"", ""Kali Linux"", ""Python"", ""Wireshark""]",< 1 Tahun,D3
U-0454,Cyber Security,DevSecOps,"[""DAST"", ""Docker""]",< 1 Tahun,S1/D4
U-0455,Data Science & AI,Data Scientist,"[""SQL"", ""TensorFlow"", ""R"", ""Scikit-Learn"", ""NumPy"", ""Python""]",> 3 Tahun,S1/D4
U-0456,Data Science & AI,Data Scientist,"[""Pandas"", ""TensorFlow"", ""Python"", ""R""]",Belum ada pengalaman,S1/D4
U-0457,Mobile Development,iOS Developer,"[""UIKit"", ""CoreData""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0458,UI/UX Design,UI Designer,"[""Design System"", ""Wireframing""]",1 - 3 Tahun,D3
U-0459,UI/UX Design,Product Designer,"[""Adobe XD"", ""Agile/Scrum"", ""Wireframing""]",Belum ada pengalaman,SMA/SMK
U-0460,UI/UX Design,Product Designer,"[""Agile/Scrum"", ""Prototyping"", ""Wireframing"", ""Design System"", ""Accessibility""]",Belum ada pengalaman,S1/D4
U-0461,Web Development,Backend Engineer,"[""PHP"", ""Django"", ""REST API"", ""MongoDB""]",Belum ada pengalaman,D3
U-0462,Cyber Security,Penetration Tester,"[""Metasploit"", ""Networking"", ""OWASP""]",1 - 3 Tahun,D3
U-0463,UI/UX Design,Product Designer,"[""Figma"", ""Wireframing"", ""Design System"", ""Accessibility"", ""Miro""]",Belum ada pengalaman,D3
U-0464,Mobile Development,iOS Developer,"[""UIKit"", ""Xcode"", ""Firebase""]",< 1 Tahun,D3
U-0465,UI/UX Design,UI Designer,"[""Typography"", ""Illustrator""]",> 3 Tahun,S2/S3
U-0466,Cloud & DevOps,SRE,"[""Git"", ""Prometheus"", ""Incident Management"", ""Python""]",1 - 3 Tahun,D3
U-0467,Data Science & AI,AI Engineer,"[""Vector DB""]",1 - 3 Tahun,D3
U-0468,Quality Assurance (QA) & Testing,Manual QA,"[""Postman"", ""SQL"", ""Agile/Scrum"", ""Test Case Writing"", ""Bug Reporting"", ""API Testing""]",< 1 Tahun,S1/D4
U-0469,UI/UX Design,Product Designer,"[""User Research"", ""Figma""]",> 3 Tahun,S2/S3
U-0470,UI/UX Design,UI Designer,"[""Wireframing"", ""Design System"", ""Color Theory"", ""Adobe XD"", ""Sketch""]",1 - 3 Tahun,S2/S3
U-0471,Cloud & DevOps,SRE,"[""Grafana"", ""Git"", ""Python"", ""Docker"", ""Incident Management""]",1 - 3 Tahun,D3
U-0472,UI/UX Design,Product Designer,"[""Agile/Scrum"", ""User Research"", ""Miro"", ""Figma""]",> 3 Tahun,S2/S3
U-0473,Quality Assurance (QA) & Testing,Automation QA,"[""TestNG"", ""Java""]",< 1 Tahun,S1/D4
U-0474,Cloud & DevOps,Cloud Engineer,"[""Kubernetes"", ""Git"", ""AWS"", ""Terraform"", ""Azure""]",< 1 Tahun,S1/D4
U-0475,Quality Assurance (QA) & Testing,Manual QA,"[""Agile/Scrum"", ""Bug Reporting"", ""SQL"", ""API Testing"", ""Jira""]",1 - 3 Tahun,S1/D4
U-0476,Quality Assurance (QA) & Testing,SDET,"[""Appium""]",> 3 Tahun,S2/S3
U-0477,Mobile Development,iOS Developer,"[""Firebase"", ""Objective-C""]",> 3 Tahun,S2/S3
U-0478,Mobile Development,Android Developer,"[""MVVM"", ""Java"", ""Git""]",< 1 Tahun,D3
U-0479,Web Development,Fullstack Engineer,"[""MySQL"", ""NodeJS"", ""JavaScript"", ""Docker"", ""CSS""]",1 - 3 Tahun,S1/D4
U-0480,UI/UX Design,Product Designer,"[""Agile/Scrum"", ""Accessibility"", ""User Research"", ""Design System"", ""Miro""]",> 3 Tahun,S2/S3
U-0481,Cyber Security,Penetration Tester,"[""Burp Suite"", ""OWASP"", ""Wireshark"", ""Nmap""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0482,Cloud & DevOps,Cloud Engineer,"[""Docker""]",> 3 Tahun,S1/D4
U-0483,Web Development,Frontend Engineer,"[""Bootstrap"", ""TypeScript""]",> 3 Tahun,S1/D4
U-0484,Mobile Development,iOS Developer,"[""Firebase"", ""REST API"", ""SwiftUI"", ""CoreData""]",1 - 3 Tahun,D3
U-0485,UI/UX Design,UX Researcher,"[""Data Analysis""]",> 3 Tahun,S1/D4
U-0486,UI/UX Design,UI Designer,"[""Typography"", ""Design System"", ""Prototyping"", ""Color Theory""]",< 1 Tahun,D3
U-0487,Mobile Development,Flutter Engineer,"[""GetX"", ""Provider""]",1 - 3 Tahun,D3
U-0488,Mobile Development,iOS Developer,"[""Firebase""]",> 3 Tahun,S2/S3
U-0489,Quality Assurance (QA) & Testing,SDET,"[""Appium"", ""CI/CD"", ""Performance Testing"", ""Selenium"", ""Python""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0490,UI/UX Design,UX Researcher,"[""Data Analysis"", ""Journey Mapping""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0491,Quality Assurance (QA) & Testing,SDET,"[""JMeter"", ""Selenium"", ""Performance Testing"", ""Docker"", ""Appium""]",Belum ada pengalaman,S1/D4
U-0492,Web Development,Frontend Engineer,"[""HTML"", ""ReactJS"", ""Vue.js""]",> 3 Tahun,S2/S3
U-0493,UI/UX Design,UI Designer,"[""Design System"", ""Adobe XD"", ""Sketch"", ""Wireframing""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0494,UI/UX Design,UX Researcher,"[""Maze"", ""Journey Mapping"", ""Survey Design"", ""Miro"", ""Figma""]",> 3 Tahun,S1/D4
U-0495,Mobile Development,Flutter Engineer,"[""REST API"", ""Flutter"", ""GetX""]",Belum ada pengalaman,SMA/SMK
U-0496,Quality Assurance (QA) & Testing,Manual QA,"[""API Testing"", ""SQL""]",> 3 Tahun,S2/S3
U-0497,Web Development,Fullstack Engineer,"[""ReactJS"", ""HTML"", ""NodeJS"", ""MySQL"", ""CSS"", ""Docker""]",> 3 Tahun,S2/S3
U-0498,Mobile Development,Flutter Engineer,"[""BLoC"", ""Flutter"", ""Dart"", ""REST API""]",1 - 3 Tahun,S1/D4
U-0499,Data Science & AI,Data Analyst,"[""NumPy"", ""Excel""]",1 - 3 Tahun,S1/D4
U-0500,UI/UX Design,UX Researcher,"[""Miro"", ""Journey Mapping""]",> 3 Tahun,S1/D4
U-0501,Data Science & AI,Data Analyst,"[""SQL"", ""Tableau"", ""Excel"", ""Git"", ""Statistics""]",> 3 Tahun,S2/S3
U-0502,Web Development,Backend Engineer,"[""Git"", ""NodeJS"", ""PostgreSQL"", ""Django"", ""Express"", ""MongoDB""]",1 - 3 Tahun,S1/D4
U-0503,Quality Assurance (QA) & Testing,Automation QA,"[""Git"", ""Postman"", ""Python"", ""Playwright""]",> 3 Tahun,S1/D4
U-0504,Cyber Security,Penetration Tester,"[""OWASP"", ""Wireshark"", ""Bash"", ""Kali Linux""]",> 3 Tahun,S2/S3
U-0505,Mobile Development,iOS Developer,"[""UIKit"", ""CoreData"", ""Firebase""]",< 1 Tahun,S1/D4
U-0506,Quality Assurance (QA) & Testing,SDET,"[""Performance Testing"", ""Selenium"", ""JMeter"", ""Docker"", ""Java"", ""Appium""]",> 3 Tahun,S2/S3
U-0507,Quality Assurance (QA) & Testing,Manual QA,"[""API Testing"", ""Postman""]",> 3 Tahun,S2/S3
U-0508,Cloud & DevOps,DevOps Engineer,"[""Docker"", ""Terraform"", ""Jenkins""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0509,Cyber Security,Security Analyst,"[""Log Analysis"", ""IDS/IPS"", ""Incident Response""]",> 3 Tahun,S2/S3
U-0510,Data Science & AI,Machine Learning Engineer,"[""TensorFlow""]",1 - 3 Tahun,S1/D4
U-0511,Quality Assurance (QA) & Testing,Manual QA,"[""Postman"", ""Test Case Writing"", ""SQL"", ""Agile/Scrum"", ""Regression Testing"", ""API Testing""]",Belum ada pengalaman,S1/D4
U-0512,UI/UX Design,UI Designer,"[""Sketch"", ""Illustrator"", ""Prototyping"", ""Color Theory""]",< 1 Tahun,D3
U-0513,UI/UX Design,UX Researcher,"[""Miro"", ""Personas"", ""User Interview"", ""Data Analysis"", ""Usability Testing"", ""Maze""]",1 - 3 Tahun,D3
U-0514,Mobile Development,Android Developer,"[""Android SDK"", ""Git""]",> 3 Tahun,S1/D4
U-0515,UI/UX Design,Product Designer,"[""Figma"", ""Accessibility"", ""Wireframing"", ""Design System"", ""Adobe XD"", ""User Research""]",Belum ada pengalaman,SMA/SMK
U-0516,UI/UX Design,UI Designer,"[""Sketch"", ""Illustrator"", ""Figma""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0517,Quality Assurance (QA) & Testing,Automation QA,"[""Cypress""]",Belum ada pengalaman,S1/D4
U-0518,Cloud & DevOps,Cloud Engineer,"[""Python"", ""Docker"", ""Linux"", ""Terraform"", ""AWS"", ""Azure""]",1 - 3 Tahun,S1/D4
U-0519,Cyber Security,Security Analyst,"[""Threat Intelligence""]",> 3 Tahun,S2/S3
U-0520,UI/UX Design,UI Designer,"[""Typography"", ""Illustrator"", ""Wireframing""]",> 3 Tahun,S1/D4
U-0521,UI/UX Design,Product Designer,"[""Miro""]",< 1 Tahun,S1/D4
U-0522,Cyber Security,Security Analyst,"[""Python"", ""SIEM"", ""IDS/IPS"", ""Threat Intelligence"", ""Linux""]",Belum ada pengalaman,S1/D4
U-0523,UI/UX Design,UI Designer,"[""Wireframing"", ""Color Theory"", ""Figma"", ""Sketch"", ""Adobe XD"", ""Design System""]",> 3 Tahun,S2/S3
U-0524,Mobile Development,Android Developer,"[""Firebase"", ""MVVM"", ""REST API""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0525,Cloud & DevOps,DevOps Engineer,"[""Jenkins"", ""Kubernetes""]",1 - 3 Tahun,D3
U-0526,Mobile Development,Android Developer,"[""Java"", ""Git""]",> 3 Tahun,S1/D4
U-0527,Mobile Development,iOS Developer,"[""Git"", ""SwiftUI"", ""Objective-C""]",Belum ada pengalaman,S1/D4
U-0528,Cyber Security,DevSecOps,"[""Python"", ""Terraform"", ""CI/CD"", ""Linux"", ""SAST"", ""AWS""]",1 - 3 Tahun,D3
U-0529,Web Development,Frontend Engineer,"[""Git"", ""TypeScript"", ""Bootstrap""]",Belum ada pengalaman,SMA/SMK
U-0530,UI/UX Design,Product Designer,"[""Design System"", ""Adobe XD""]",< 1 Tahun,S1/D4
U-0531,Web Development,Fullstack Engineer,"[""REST API"", ""PostgreSQL"", ""TypeScript"", ""NodeJS"", ""Git"", ""ReactJS""]",> 3 Tahun,S2/S3
U-0532,Web Development,Frontend Engineer,"[""ReactJS""]",1 - 3 Tahun,D3
U-0533,Cloud & DevOps,SRE,"[""Kubernetes"", ""Prometheus""]",1 - 3 Tahun,S2/S3
U-0534,Mobile Development,Android Developer,"[""Git"", ""REST API"", ""Firebase""]",Belum ada pengalaman,S1/D4
U-0535,Data Science & AI,Machine Learning Engineer,"[""PyTorch"", ""TensorFlow"", ""Pandas"", ""MLflow"", ""SQL"", ""Kubernetes""]",1 - 3 Tahun,S2/S3
U-0536,Quality Assurance (QA) & Testing,SDET,"[""JMeter""]",1 - 3 Tahun,S2/S3
U-0537,UI/UX Design,UI Designer,"[""Color Theory"", ""Illustrator""]",1 - 3 Tahun,S1/D4
U-0538,Quality Assurance (QA) & Testing,SDET,"[""Docker""]",> 3 Tahun,S2/S3
U-0539,Quality Assurance (QA) & Testing,SDET,"[""Appium"", ""Git""]",< 1 Tahun,D3
U-0540,Cloud & DevOps,Cloud Engineer,"[""CI/CD"", ""GCP"", ""AWS""]",Belum ada pengalaman,D3
U-0541,Cloud & DevOps,Cloud Engineer,"[""Linux"", ""Terraform"", ""Docker""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0542,Cloud & DevOps,Cloud Engineer,"[""Azure"", ""GCP"", ""Kubernetes""]",> 3 Tahun,S1/D4
U-0543,Quality Assurance (QA) & Testing,Manual QA,"[""Bug Reporting"", ""API Testing"", ""Test Case Writing"", ""SQL"", ""Jira""]",< 1 Tahun,S1/D4
U-0544,Data Science & AI,Machine Learning Engineer,"[""TensorFlow""]",1 - 3 Tahun,S2/S3
U-0545,Cyber Security,Penetration Tester,"[""Python"", ""Burp Suite""]",1 - 3 Tahun,S2/S3
U-0546,Mobile Development,iOS Developer,"[""Swift"", ""Objective-C""]",1 - 3 Tahun,D3
U-0547,Web Development,Frontend Engineer,"[""TypeScript""]",1 - 3 Tahun,D3
U-0548,Cyber Security,Security Analyst,"[""Log Analysis"", ""Threat Intelligence"", ""SIEM"", ""IDS/IPS"", ""Firewall""]",1 - 3 Tahun,S2/S3
U-0549,Cloud & DevOps,DevOps Engineer,"[""Ansible"", ""Git"", ""Python"", ""GitLab CI"", ""Prometheus"", ""Linux""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0550,Quality Assurance (QA) & Testing,Automation QA,"[""TestNG"", ""Cypress"", ""Python""]",Belum ada pengalaman,D3
U-0551,Cyber Security,DevSecOps,"[""DAST"", ""Terraform"", ""CI/CD"", ""Docker"", ""SAST""]",1 - 3 Tahun,S2/S3
U-0552,Web Development,Fullstack Engineer,"[""CSS"", ""HTML"", ""PostgreSQL"", ""REST API"", ""MySQL"", ""Git""]",> 3 Tahun,S2/S3
U-0553,UI/UX Design,Product Designer,"[""Figma""]",Belum ada pengalaman,D3
U-0554,Data Science & AI,Machine Learning Engineer,"[""TensorFlow"", ""SQL""]",< 1 Tahun,S1/D4
U-0555,Quality Assurance (QA) & Testing,SDET,"[""Selenium"", ""Java""]",> 3 Tahun,S2/S3
U-0556,UI/UX Design,UX Researcher,"[""Journey Mapping"", ""Data Analysis""]",< 1 Tahun,D3
U-0557,Cloud & DevOps,Cloud Engineer,"[""Docker"", ""Python"", ""GCP"", ""Kubernetes"", ""AWS"", ""Linux""]",1 - 3 Tahun,S2/S3
U-0558,Data Science & AI,Data Scientist,"[""Git"", ""Pandas"", ""Statistics"", ""SQL"", ""NumPy"", ""R""]",> 3 Tahun,S1/D4
U-0559,UI/UX Design,UI Designer,"[""Prototyping"", ""Figma""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0560,Quality Assurance (QA) & Testing,Automation QA,"[""Playwright"", ""Git"", ""Python"", ""CI/CD"", ""Cypress""]",> 3 Tahun,S1/D4
U-0561,Data Science & AI,Machine Learning Engineer,"[""MLflow""]",1 - 3 Tahun,D3
U-0562,UI/UX Design,UI Designer,"[""Color Theory"", ""Figma"", ""Sketch""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0563,Cloud & DevOps,DevOps Engineer,"[""Linux""]",Belum ada pengalaman,S1/D4
U-0564,Cloud & DevOps,Cloud Engineer,"[""Azure"", ""Docker""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0565,Quality Assurance (QA) & Testing,Automation QA,"[""Git"", ""TestNG"", ""Jira""]",> 3 Tahun,S2/S3
U-0566,Web Development,Fullstack Engineer,"[""HTML"", ""NodeJS"", ""CSS"", ""MySQL"", ""ReactJS""]",> 3 Tahun,S2/S3
U-0567,Data Science & AI,Data Analyst,"[""NumPy""]",1 - 3 Tahun,S2/S3
U-0568,Quality Assurance (QA) & Testing,Automation QA,"[""Python"", ""Java"", ""Git"", ""TestNG""]",> 3 Tahun,S2/S3
U-0569,Mobile Development,iOS Developer,"[""SwiftUI"", ""Objective-C"", ""Git"", ""CoreData"", ""Swift"", ""Firebase""]",< 1 Tahun,D3
U-0570,Quality Assurance (QA) & Testing,SDET,"[""Java""]",Belum ada pengalaman,D3
U-0571,Cloud & DevOps,DevOps Engineer,"[""Terraform""]",> 3 Tahun,S2/S3
U-0572,UI/UX Design,UX Researcher,"[""Figma""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0573,Web Development,Frontend Engineer,"[""CSS"", ""TypeScript"", ""Vue.js""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0574,Data Science & AI,Machine Learning Engineer,"[""TensorFlow"", ""Kubernetes"", ""MLflow""]",> 3 Tahun,S1/D4
U-0575,Mobile Development,Android Developer,"[""MVVM"", ""Android SDK"", ""Firebase""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0576,Mobile Development,Android Developer,"[""Git"", ""MVVM"", ""Java"", ""REST API"", ""Kotlin"", ""Android SDK""]",< 1 Tahun,D3
U-0577,UI/UX Design,Product Designer,"[""Adobe XD"", ""Figma"", ""Agile/Scrum"", ""User Research""]",1 - 3 Tahun,S2/S3
U-0578,Quality Assurance (QA) & Testing,SDET,"[""Git"", ""Docker"", ""Performance Testing"", ""Appium""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0579,Data Science & AI,Machine Learning Engineer,"[""Git"", ""PyTorch"", ""Kubernetes"", ""MLflow"", ""TensorFlow"", ""SQL""]",Belum ada pengalaman,SMA/SMK
U-0580,Cloud & DevOps,Cloud Engineer,"[""Terraform"", ""Kubernetes""]",< 1 Tahun,D3
U-0581,Cyber Security,DevSecOps,"[""Terraform"", ""AWS"", ""DAST"", ""Git"", ""SAST""]",> 3 Tahun,S2/S3
U-0582,UI/UX Design,UX Researcher,"[""Figma"", ""Journey Mapping"", ""Usability Testing"", ""Survey Design"", ""Miro""]",< 1 Tahun,S1/D4
U-0583,Mobile Development,Flutter Engineer,"[""GetX"", ""BLoC"", ""Firebase""]",< 1 Tahun,D3
U-0584,Data Science & AI,Machine Learning Engineer,"[""Scikit-Learn"", ""TensorFlow"", ""Pandas"", ""PyTorch"", ""SQL"", ""Docker""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0585,UI/UX Design,Product Designer,"[""User Research"", ""Adobe XD"", ""Wireframing"", ""Figma""]",Belum ada pengalaman,S1/D4
U-0586,Cloud & DevOps,DevOps Engineer,"[""Jenkins"", ""Linux"", ""Python"", ""Git"", ""Docker"", ""Ansible""]",> 3 Tahun,S2/S3
U-0587,Mobile Development,iOS Developer,"[""UIKit"", ""REST API""]",1 - 3 Tahun,S1/D4
U-0588,Web Development,Backend Engineer,"[""MySQL"", ""Laravel"", ""Express"", ""Git"", ""PostgreSQL"", ""Docker""]",> 3 Tahun,S1/D4
U-0589,UI/UX Design,UI Designer,"[""Wireframing""]",1 - 3 Tahun,S2/S3
U-0590,Cloud & DevOps,Cloud Engineer,"[""GCP""]",> 3 Tahun,S1/D4
U-0591,Quality Assurance (QA) & Testing,Manual QA,"[""Agile/Scrum""]",> 3 Tahun,S1/D4
U-0592,Data Science & AI,Machine Learning Engineer,"[""PyTorch"", ""Git""]",1 - 3 Tahun,S2/S3
U-0593,Quality Assurance (QA) & Testing,SDET,"[""API Testing"", ""Selenium""]",> 3 Tahun,S2/S3
U-0594,Cyber Security,DevSecOps,"[""Git""]",1 - 3 Tahun,S1/D4
U-0595,UI/UX Design,Product Designer,"[""Prototyping""]",Belum ada pengalaman,S1/D4
U-0596,Web Development,Frontend Engineer,"[""TypeScript"", ""Bootstrap""]",Belum ada pengalaman,SMA/SMK
U-0597,Quality Assurance (QA) & Testing,Automation QA,"[""Git"", ""Java""]",1 - 3 Tahun,S2/S3
U-0598,Cyber Security,Security Analyst,"[""Incident Response"", ""Log Analysis"", ""Networking"", ""Linux"", ""Python"", ""IDS/IPS""]",> 3 Tahun,S1/D4
U-0599,Mobile Development,Android Developer,"[""Android SDK"", ""Git"", ""Kotlin"", ""Firebase"", ""Jetpack Compose""]",> 3 Tahun,S2/S3
U-0600,UI/UX Design,UX Researcher,"[""Usability Testing"", ""Survey Design"", ""User Interview"", ""Figma"", ""Data Analysis"", ""Journey Mapping""]",> 3 Tahun,S2/S3
U-0601,Cloud & DevOps,SRE,"[""Docker""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0602,Cloud & DevOps,DevOps Engineer,"[""Python"", ""Jenkins"", ""Ansible"", ""Git""]",Belum ada pengalaman,D3
U-0603,Web Development,Backend Engineer,"[""Git"", ""Docker"", ""Django""]",< 1 Tahun,D3
U-0604,UI/UX Design,UX Researcher,"[""Personas"", ""Data Analysis"", ""Miro"", ""User Interview""]",Belum ada pengalaman,D3
U-0605,Cyber Security,Penetration Tester,"[""Metasploit"", ""Python"", ""Bash"", ""Networking""]",> 3 Tahun,S2/S3
U-0606,UI/UX Design,Product Designer,"[""User Research"", ""Agile/Scrum"", ""Figma""]",> 3 Tahun,S1/D4
U-0607,Quality Assurance (QA) & Testing,Automation QA,"[""Cypress"", ""Jira"", ""CI/CD""]",> 3 Tahun,S2/S3
U-0608,Mobile Development,iOS Developer,"[""Xcode""]",1 - 3 Tahun,S1/D4
U-0609,Web Development,Backend Engineer,"[""Python"", ""PHP"", ""Django"", ""Express"", ""MySQL""]",1 - 3 Tahun,S2/S3
U-0610,Cloud & DevOps,Cloud Engineer,"[""Terraform"", ""CI/CD"", ""Kubernetes"", ""Python"", ""Docker""]",> 3 Tahun,S2/S3
U-0611,Cyber Security,Security Analyst,"[""Python"", ""Linux"", ""Incident Response"", ""Networking""]",Belum ada pengalaman,Bootcamp/Sertifikasi
U-0612,Web Development,Backend Engineer,"[""Laravel"", ""REST API"", ""Git""]",< 1 Tahun,Bootcamp/Sertifikasi
U-0613,Quality Assurance (QA) & Testing,Automation QA,"[""Postman"", ""CI/CD""]",> 3 Tahun,S2/S3
U-0614,Web Development,Backend Engineer,"[""REST API"", ""Python"", ""Docker"", ""NodeJS""]",1 - 3 Tahun,S2/S3
U-0615,Quality Assurance (QA) & Testing,Manual QA,"[""Regression Testing"", ""Agile/Scrum"", ""Bug Reporting"", ""Jira""]",Belum ada pengalaman,S1/D4
U-0616,Data Science & AI,Machine Learning Engineer,"[""Pandas"", ""Kubernetes"", ""TensorFlow"", ""Python"", ""Docker""]",Belum ada pengalaman,SMA/SMK
U-0617,Web Development,Backend Engineer,"[""Laravel"", ""PostgreSQL"", ""Docker"", ""Django"", ""Git"", ""REST API""]",1 - 3 Tahun,D3
